0.02697814,0.48959857,0.27999285,0.8744721,0.00057178776,0.015768629,-0.003331929,-0.005621424,0.0013057198,0.0138073135,-0.001621848,0.986237,0.006131864,-0.00087229814,0.004516365,0.007347118,0.00035919994,0.002811635,-0.01058022,0.009484358,-0.0019290488,-0.004201684,0.008331455,0.014418092,0.00816088,0.002317546,0.011329411,0.009209833,0.98006725,-0.0036357641,0.0015821615,0.027398065,0.13644418,0.97119963,0.00010371627,0.9772695,0.09779726,-0.001538448,0.009454338,0.01467805,0.0140316235
0.024492549,0.48593092,0.3031978,0.86215913,-0.005382867,0.003859355,-0.010601813,7.881224e-05,-0.01152787,-0.0012093931,0.00017021969,0.9790432,-0.0003328584,-0.0038235104,0.009592194,0.007411278,0.013821986,-0.0050667883,-0.0058691357,0.014166035,0.005217402,0.0069541605,0.0112358965,0.009525608,-0.0026450544,-0.003338633,0.030456275,0.00032232888,0.98177874,-0.009683479,0.0140529005,0.03919448,0.13329296,0.9567904,-0.0037293353,0.9511055,0.08639677,0.011307262,0.013895255,0.017356344,0.00612807
0.083445124,0.48902434,0.2583108,0.869098,-0.014093349,-0.013095209,-0.0048073265,-0.0025078328,0.024501488,0.239667,0.0048204754,0.94682026,0.008659037,-0.027771685,-0.015815565,0.001818114,0.013331419,0.0066149067,-0.007225989,0.0052077714,0.009100909,0.9651979,0.016953804,-0.009916302,0.022709075,-0.0009079892,0.003369324,-0.0020450074,0.97757936,0.002347812,0.0051405216,1.1040807,0.20033062,0.2122985,0.016578913,-0.0057860315,-0.0080139525,0.087308176,-0.017653873,0.014407468,0.0078511
-0.0142723005,0.47202897,0.86425626,0.2018907,0.0016699397,-0.006014791,0.004797749,0.008178372,0.020659741,0.0076921694,0.21024126,-0.0058458,-0.004049314,-0.0031046206,-0.0052037593,-0.004863708,0.037800536,0.01195118,-0.008146259,0.0044900533,0.0047057685,0.039388098,0.021005245,-0.0035738666,-0.025245149,-0.017723149,0.9320525,0.9188067,0.9915414,-0.040764358,-0.015783928,0.078283444,0.022240678,0.8842566,-0.028256591,0.04409025,-0.024568819,0.09215271,0.1125038,0.87897813,0.9084883
-0.027931083,0.46868706,0.2569211,0.86517894,-0.0209606,-0.0082780775,-0.0051696235,-0.0068584085,0.011869435,0.37157997,0.011119502,0.93592197,0.0025843717,-0.020508435,-0.0066642896,0.014027288,0.007653985,0.009606503,-0.0054130033,0.0028611831,0.0032273456,0.919594,0.011585677,0.011818258,0.009439658,0.025600282,0.0026751217,0.0071750376,0.9614903,0.0155622475,0.008936163,0.70211947,0.11342943,0.15905115,0.032380402,0.0011214614,0.010613907,0.04666978,0.007396504,0.019236168,0.03138995
0.01874572,0.49641556,0.3023799,0.8798332,-0.0075034467,0.0036968915,-0.0032138634,-0.00014269538,-0.010347318,-0.017649725,0.009835213,0.973818,0.0016409159,0.00042849407,0.010057464,0.0014544176,0.016619967,0.010844687,-0.020332627,0.0123140495,0.0065043136,-0.003255777,0.024196343,0.00537399,0.003677735,-0.0001966022,0.033130005,0.0012577008,0.97972274,0.0023222528,-0.015750092,0.016941853,0.0799032,0.9522019,-0.0009917768,0.9704966,0.19384164,-0.014270098,0.018802375,0.01409038,0.006176266
0.003766087,0.47432995,0.27247086,0.8631763,-0.009817835,0.0032052826,-0.0059096934,0.009147137,-0.015873896,0.01237209,-0.0026557855,0.92069453,0.004989473,-0.03303699,-0.00060915854,0.012660308,0.0141258985,0.003464928,-0.012093234,0.006805901,-0.00057094987,0.031883445,-0.004947773,-0.006680738,-0.016795775,0.012375504,0.0071658753,0.0140539985,0.9280758,0.024070386,0.088182844,0.01593826,0.10131934,0.9315231,0.02352693,0.92037624,0.2315902,0.0032129623,0.0037090778,0.028403383,0.0048304275
0.013570867,0.49806404,0.29273793,0.88279617,-0.0068424363,0.0034245374,-0.0072260075,0.0037381295,-0.0024645492,-0.018236239,0.0061521046,0.98187304,-0.0013965108,-0.009221324,0.00075242016,-0.0020619375,0.015679784,-0.00013493747,-0.012059065,0.012297386,0.00977273,-0.0004752688,0.016375305,0.0024294015,0.0004979945,-0.00021962076,0.030876653,0.0034180498,0.97865605,0.0037954971,0.0004173061,0.02260223,0.13783076,0.96329796,-0.003518522,0.96574783,0.09526023,-0.012939791,0.016266627,0.023996085,0.003327379
0.016882095,0.48290128,0.29499292,0.8665832,-0.007968599,0.00774704,-0.00430605,0.0015792903,-0.011968059,-0.014139853,0.003637407,0.970605,0.0022057015,-0.00036423746,0.005261466,0.0013370663,0.010759054,-0.001574548,-0.011056889,0.013346588,0.0049434216,-0.0077982396,0.007961299,0.008429425,-0.0009944057,0.0047973553,0.02861383,0.009350153,0.96465385,0.0062932,-0.0030960934,0.025247768,0.1548807,0.95342225,-0.008153304,0.9620715,0.054674882,-0.0057050427,0.016046025,0.013305645,-0.00084616337
0.004278424,0.47778732,0.2986073,0.87377965,-0.013599282,0.0037765624,-0.009643918,-0.001711648,-0.009660656,-0.01935289,0.00963215,0.9671037,0.001384411,-0.0034755338,0.005076451,0.008141564,0.0074279783,0.0048215687,-0.016662966,0.016995016,0.0013084847,0.016019441,0.008078182,-0.003354406,-0.0020235134,0.006314691,0.01984255,0.0012244126,0.96883774,0.0048383474,-0.015796192,0.021649882,0.062479153,0.9574885,-0.004892757,0.9568013,0.27435148,-0.005837772,0.0011948306,0.0015199629,0.011354178
